transcriptID,geneID
YGL157W_mRNA,YGL157W
YGL156W_mRNA,YGL156W
YGL155W_mRNA,YGL155W
YGL154C_mRNA,YGL154C
YGL153W_mRNA,YGL153W
YGL152C_mRNA,YGL152C
YGL151W_mRNA,YGL151W
YGL150C_mRNA,YGL150C
YGL149W_mRNA,YGL149W
YGL148W_mRNA,YGL148W
YGL147C_mRNA,YGL147C
YGL146C_mRNA,YGL146C
YGL145W_mRNA,YGL145W
YGL144C_mRNA,YGL144C
YGL143C_mRNA,YGL143C
YGL142C_mRNA,YGL142C
YGL141W_mRNA,YGL141W
YGL140C_mRNA,YGL140C
YGL139W_mRNA,YGL139W
YGL138C_mRNA,YGL138C
YGL137W_mRNA,YGL137W
YGL136C_mRNA,YGL136C
YGL135W_mRNA,YGL135W
YGL134W_mRNA,YGL134W
YGL133W_mRNA,YGL133W
YGL132W_mRNA,YGL132W
YGL131C_mRNA,YGL131C
YGL130W_mRNA,YGL130W
YGL129C_mRNA,YGL129C
YGL128C_mRNA,YGL128C
YGL127C_mRNA,YGL127C
YGL126W_mRNA,YGL126W
YGL125W_mRNA,YGL125W
YGL124C_mRNA,YGL124C
YGL123W_mRNA,YGL123W
YGL123C-A_mRNA,YGL123C-A
YGL122C_mRNA,YGL122C
YGL121C_mRNA,YGL121C
YGL120C_mRNA,YGL120C
YGL119W_mRNA,YGL119W
YGL118C_mRNA,YGL118C
YGL117W_mRNA,YGL117W
YGL116W_mRNA,YGL116W
YGL115W_mRNA,YGL115W
YGL114W_mRNA,YGL114W
YGL113W_mRNA,YGL113W
YGL112C_mRNA,YGL112C
YGL111W_mRNA,YGL111W
YGL110C_mRNA,YGL110C
YGL109W_mRNA,YGL109W
YGL108C_mRNA,YGL108C
YGL107C_mRNA,YGL107C
YGL106W_mRNA,YGL106W
YGL105W_mRNA,YGL105W
YGL104C_mRNA,YGL104C
YGL103W_mRNA,YGL103W
YGL102C_mRNA,YGL102C
YGL101W_mRNA,YGL101W
YGL100W_mRNA,YGL100W
YGL099W_mRNA,YGL099W
YGL098W_mRNA,YGL098W
YGL097W_mRNA,YGL097W
YGL096W_mRNA,YGL096W
YGL095C_mRNA,YGL095C
YGL094C_mRNA,YGL094C
YGL093W_mRNA,YGL093W
YGL092W_mRNA,YGL092W
YGL091C_mRNA,YGL091C
YGL090W_mRNA,YGL090W
YGL089C_mRNA,YGL089C
YGL088W_mRNA,YGL088W
YGL087C_mRNA,YGL087C
YGL086W_mRNA,YGL086W
YGL085W_mRNA,YGL085W
YGL084C_mRNA,YGL084C
YGL083W_mRNA,YGL083W
YGL082W_mRNA,YGL082W
YGL081W_mRNA,YGL081W
YGL080W_mRNA,YGL080W
YGL079W_mRNA,YGL079W
YGL078C_mRNA,YGL078C
YGL077C_mRNA,YGL077C
YGL076C_mRNA,YGL076C
YGL075C_mRNA,YGL075C
YGL074C_mRNA,YGL074C
YGL073W_mRNA,YGL073W
YGL072C_mRNA,YGL072C
YGL071W_mRNA,YGL071W
YGL070C_mRNA,YGL070C
YGL069C_mRNA,YGL069C
YGL068W_mRNA,YGL068W
YGL067W_mRNA,YGL067W
YGL066W_mRNA,YGL066W
YGL065C_mRNA,YGL065C
YGL064C_mRNA,YGL064C
YGL063W_mRNA,YGL063W
YGL063C-A_mRNA,YGL063C-A
YGL062W_mRNA,YGL062W
YGL061C_mRNA,YGL061C
YGL060W_mRNA,YGL060W
YGL059W_mRNA,YGL059W
YGL058W_mRNA,YGL058W
YGL057C_mRNA,YGL057C
YGL056C_mRNA,YGL056C
YGL055W_mRNA,YGL055W
YGL054C_mRNA,YGL054C
YGL053W_mRNA,YGL053W
YGL052W_mRNA,YGL052W
YGL051W_mRNA,YGL051W
YGL050W_mRNA,YGL050W
YGL049C_mRNA,YGL049C
YGL048C_mRNA,YGL048C
YGL047W_mRNA,YGL047W
YGL045W_mRNA,YGL045W
YGL044C_mRNA,YGL044C
YGL043W_mRNA,YGL043W
YGL042C_mRNA,YGL042C
YGL041C-B_mRNA,YGL041C-B
YGL041W-A_mRNA,YGL041W-A
YGL041C_mRNA,YGL041C
YGL040C_mRNA,YGL040C
YGL039W_mRNA,YGL039W
YGL038C_mRNA,YGL038C
YGL037C_mRNA,YGL037C
YGL036W_mRNA,YGL036W
YGL035C_mRNA,YGL035C
YGL034C_mRNA,YGL034C
YGL033W_mRNA,YGL033W
YGL032C_mRNA,YGL032C
YGL031C_mRNA,YGL031C
YGL030W_mRNA,YGL030W
YGL029W_mRNA,YGL029W
YGL028C_mRNA,YGL028C
YGL027C_mRNA,YGL027C
YGL026C_mRNA,YGL026C
YGL025C_mRNA,YGL025C
YGL024W_mRNA,YGL024W
YGL023C_mRNA,YGL023C
YGL022W_mRNA,YGL022W
YGL021W_mRNA,YGL021W
YGL020C_mRNA,YGL020C
YGL019W_mRNA,YGL019W
YGL018C_mRNA,YGL018C
YGL017W_mRNA,YGL017W
YGL016W_mRNA,YGL016W
YGL015C_mRNA,YGL015C
YGL014W_mRNA,YGL014W
YGL014C-A_mRNA,YGL014C-A
YGL013C_mRNA,YGL013C
YGL012W_mRNA,YGL012W
YGL011C_mRNA,YGL011C
YGL010W_mRNA,YGL010W
YGL009C_mRNA,YGL009C
YGL008C_mRNA,YGL008C
YGL007C-A_mRNA,YGL007C-A
YGL007W_mRNA,YGL007W
YGL006W-A_mRNA,YGL006W-A
YGL006W_mRNA,YGL006W
YGL005C_mRNA,YGL005C
YGL004C_mRNA,YGL004C
YGL003C_mRNA,YGL003C
YGL002W_mRNA,YGL002W
YGL001C_mRNA,YGL001C
YGR001C_mRNA,YGR001C
YGR002C_mRNA,YGR002C
YGR003W_mRNA,YGR003W
YGR004W_mRNA,YGR004W
YGR005C_mRNA,YGR005C
YGR006W_mRNA,YGR006W
YGR007W_mRNA,YGR007W
YGR008C_mRNA,YGR008C
YGR009C_mRNA,YGR009C
YGR010W_mRNA,YGR010W
YGR011W_mRNA,YGR011W
YGR012W_mRNA,YGR012W
YGR013W_mRNA,YGR013W
YGR014W_mRNA,YGR014W
YGR015C_mRNA,YGR015C
YGR016W_mRNA,YGR016W
YGR017W_mRNA,YGR017W
YGR018C_mRNA,YGR018C
YGR019W_mRNA,YGR019W
YGR020C_mRNA,YGR020C
YGR021W_mRNA,YGR021W
YGR022C_mRNA,YGR022C
YGR023W_mRNA,YGR023W
YGR024C_mRNA,YGR024C
YGR025W_mRNA,YGR025W
YGR026W_mRNA,YGR026W
YGR027C_mRNA,YGR027C
YGR028W_mRNA,YGR028W
YGR029W_mRNA,YGR029W
YGR030C_mRNA,YGR030C
YGR031W_mRNA,YGR031W
YGR031C-A_mRNA,YGR031C-A
YGR032W_mRNA,YGR032W
YGR033C_mRNA,YGR033C
YGR034W_mRNA,YGR034W
YGR035C_mRNA,YGR035C
YGR035W-A_mRNA,YGR035W-A
YGR036C_mRNA,YGR036C
YGR037C_mRNA,YGR037C
YGR038W_mRNA,YGR038W
YGR039W_mRNA,YGR039W
YGR040W_mRNA,YGR040W
YGR041W_mRNA,YGR041W
YGR042W_mRNA,YGR042W
YGR043C_mRNA,YGR043C
YGR044C_mRNA,YGR044C
YGR045C_mRNA,YGR045C
YGR046W_mRNA,YGR046W
YGR047C_mRNA,YGR047C
YGR048W_mRNA,YGR048W
YGR049W_mRNA,YGR049W
YGR050C_mRNA,YGR050C
YGR051C_mRNA,YGR051C
YGR052W_mRNA,YGR052W
YGR053C_mRNA,YGR053C
YGR054W_mRNA,YGR054W
YGR055W_mRNA,YGR055W
YGR056W_mRNA,YGR056W
YGR057C_mRNA,YGR057C
YGR058W_mRNA,YGR058W
YGR059W_mRNA,YGR059W
YGR060W_mRNA,YGR060W
YGR061C_mRNA,YGR061C
YGR062C_mRNA,YGR062C
YGR063C_mRNA,YGR063C
YGR064W_mRNA,YGR064W
YGR065C_mRNA,YGR065C
YGR066C_mRNA,YGR066C
YGR067C_mRNA,YGR067C
YGR068C_mRNA,YGR068C
YGR068W-A_mRNA,YGR068W-A
YGR069W_mRNA,YGR069W
YGR070W_mRNA,YGR070W
YGR071C_mRNA,YGR071C
YGR072W_mRNA,YGR072W
YGR073C_mRNA,YGR073C
YGR074W_mRNA,YGR074W
YGR075C_mRNA,YGR075C
YGR076C_mRNA,YGR076C
YGR077C_mRNA,YGR077C
YGR078C_mRNA,YGR078C
YGR079W_mRNA,YGR079W
YGR080W_mRNA,YGR080W
YGR081C_mRNA,YGR081C
YGR082W_mRNA,YGR082W
YGR083C_mRNA,YGR083C
YGR084C_mRNA,YGR084C
YGR085C_mRNA,YGR085C
YGR086C_mRNA,YGR086C
YGR087C_mRNA,YGR087C
YGR088W_mRNA,YGR088W
YGR089W_mRNA,YGR089W
YGR090W_mRNA,YGR090W
YGR091W_mRNA,YGR091W
YGR092W_mRNA,YGR092W
YGR093W_mRNA,YGR093W
YGR094W_mRNA,YGR094W
YGR095C_mRNA,YGR095C
YGR096W_mRNA,YGR096W
YGR097W_mRNA,YGR097W
YGR098C_mRNA,YGR098C
YGR099W_mRNA,YGR099W
YGR100W_mRNA,YGR100W
YGR101W_mRNA,YGR101W
YGR102C_mRNA,YGR102C
YGR103W_mRNA,YGR103W
YGR104C_mRNA,YGR104C
YGR105W_mRNA,YGR105W
YGR106C_mRNA,YGR106C
YGR107W_mRNA,YGR107W
YGR108W_mRNA,YGR108W
YGR109C_mRNA,YGR109C
YGR110W_mRNA,YGR110W
YGR111W_mRNA,YGR111W
YGR112W_mRNA,YGR112W
YGR113W_mRNA,YGR113W
YGR114C_mRNA,YGR114C
YGR115C_mRNA,YGR115C
YGR116W_mRNA,YGR116W
YGR117C_mRNA,YGR117C
YGR118W_mRNA,YGR118W
YGR119C_mRNA,YGR119C
YGR120C_mRNA,YGR120C
YGR121C_mRNA,YGR121C
YGR121W-A_mRNA,YGR121W-A
YGR122W_mRNA,YGR122W
YGR122C-A_mRNA,YGR122C-A
YGR123C_mRNA,YGR123C
YGR124W_mRNA,YGR124W
YGR125W_mRNA,YGR125W
YGR126W_mRNA,YGR126W
YGR127W_mRNA,YGR127W
YGR128C_mRNA,YGR128C
YGR129W_mRNA,YGR129W
YGR130C_mRNA,YGR130C
YGR131W_mRNA,YGR131W
YGR132C_mRNA,YGR132C
YGR133W_mRNA,YGR133W
YGR134W_mRNA,YGR134W
YGR135W_mRNA,YGR135W
YGR136W_mRNA,YGR136W
YGR137W_mRNA,YGR137W
YGR138C_mRNA,YGR138C
YGR139W_mRNA,YGR139W
YGR140W_mRNA,YGR140W
YGR141W_mRNA,YGR141W
YGR142W_mRNA,YGR142W
YGR143W_mRNA,YGR143W
YGR144W_mRNA,YGR144W
YGR145W_mRNA,YGR145W
YGR146C_mRNA,YGR146C
YGR146C-A_mRNA,YGR146C-A
YGR147C_mRNA,YGR147C
YGR148C_mRNA,YGR148C
YGR149W_mRNA,YGR149W
YGR150C_mRNA,YGR150C
YGR151C_mRNA,YGR151C
YGR152C_mRNA,YGR152C
YGR153W_mRNA,YGR153W
YGR154C_mRNA,YGR154C
YGR155W_mRNA,YGR155W
YGR156W_mRNA,YGR156W
YGR157W_mRNA,YGR157W
YGR158C_mRNA,YGR158C
YGR159C_mRNA,YGR159C
YGR160W_mRNA,YGR160W
YGR161C_mRNA,YGR161C
YGR161W-C_mRNA,YGR161W-C
YGR162W_mRNA,YGR162W
YGR163W_mRNA,YGR163W
YGR164W_mRNA,YGR164W
YGR165W_mRNA,YGR165W
YGR166W_mRNA,YGR166W
YGR167W_mRNA,YGR167W
YGR168C_mRNA,YGR168C
YGR169C_mRNA,YGR169C
YGR169C-A_mRNA,YGR169C-A
YGR170W_mRNA,YGR170W
YGR171C_mRNA,YGR171C
YGR172C_mRNA,YGR172C
YGR173W_mRNA,YGR173W
YGR174C_mRNA,YGR174C
YGR174W-A_mRNA,YGR174W-A
YGR175C_mRNA,YGR175C
YGR176W_mRNA,YGR176W
YGR177C_mRNA,YGR177C
YGR178C_mRNA,YGR178C
YGR179C_mRNA,YGR179C
YGR180C_mRNA,YGR180C
YGR181W_mRNA,YGR181W
YGR182C_mRNA,YGR182C
YGR183C_mRNA,YGR183C
YGR184C_mRNA,YGR184C
YGR185C_mRNA,YGR185C
YGR186W_mRNA,YGR186W
YGR187C_mRNA,YGR187C
YGR188C_mRNA,YGR188C
YGR189C_mRNA,YGR189C
YGR190C_mRNA,YGR190C
YGR191W_mRNA,YGR191W
YGR192C_mRNA,YGR192C
YGR193C_mRNA,YGR193C
YGR194C_mRNA,YGR194C
YGR195W_mRNA,YGR195W
YGR196C_mRNA,YGR196C
YGR197C_mRNA,YGR197C
YGR198W_mRNA,YGR198W
YGR199W_mRNA,YGR199W
YGR200C_mRNA,YGR200C
YGR201C_mRNA,YGR201C
YGR202C_mRNA,YGR202C
YGR203W_mRNA,YGR203W
YGR204W_mRNA,YGR204W
YGR204C-A_mRNA,YGR204C-A
YGR205W_mRNA,YGR205W
YGR206W_mRNA,YGR206W
YGR207C_mRNA,YGR207C
YGR208W_mRNA,YGR208W
YGR209C_mRNA,YGR209C
YGR210C_mRNA,YGR210C
YGR211W_mRNA,YGR211W
YGR212W_mRNA,YGR212W
YGR213C_mRNA,YGR213C
YGR214W_mRNA,YGR214W
YGR215W_mRNA,YGR215W
YGR216C_mRNA,YGR216C
YGR217W_mRNA,YGR217W
YGR218W_mRNA,YGR218W
YGR219W_mRNA,YGR219W
YGR220C_mRNA,YGR220C
YGR221C_mRNA,YGR221C
YGR222W_mRNA,YGR222W
YGR223C_mRNA,YGR223C
YGR224W_mRNA,YGR224W
YGR225W_mRNA,YGR225W
YGR226C_mRNA,YGR226C
YGR227W_mRNA,YGR227W
YGR228W_mRNA,YGR228W
YGR229C_mRNA,YGR229C
YGR230W_mRNA,YGR230W
YGR231C_mRNA,YGR231C
YGR232W_mRNA,YGR232W
YGR233C_mRNA,YGR233C
YGR234W_mRNA,YGR234W
YGR235C_mRNA,YGR235C
YGR236C_mRNA,YGR236C
YGR237C_mRNA,YGR237C
YGR238C_mRNA,YGR238C
YGR239C_mRNA,YGR239C
YGR240C_mRNA,YGR240C
YGR240C-A_mRNA,YGR240C-A
YGR241C_mRNA,YGR241C
YGR242W_mRNA,YGR242W
YGR243W_mRNA,YGR243W
YGR244C_mRNA,YGR244C
YGR245C_mRNA,YGR245C
YGR246C_mRNA,YGR246C
YGR247W_mRNA,YGR247W
YGR248W_mRNA,YGR248W
YGR249W_mRNA,YGR249W
YGR250C_mRNA,YGR250C
YGR251W_mRNA,YGR251W
YGR252W_mRNA,YGR252W
YGR253C_mRNA,YGR253C
YGR254W_mRNA,YGR254W
YGR255C_mRNA,YGR255C
YGR256W_mRNA,YGR256W
YGR257C_mRNA,YGR257C
YGR258C_mRNA,YGR258C
YGR259C_mRNA,YGR259C
YGR260W_mRNA,YGR260W
YGR261C_mRNA,YGR261C
YGR262C_mRNA,YGR262C
YGR263C_mRNA,YGR263C
YGR264C_mRNA,YGR264C
YGR265W_mRNA,YGR265W
YGR266W_mRNA,YGR266W
YGR267C_mRNA,YGR267C
YGR268C_mRNA,YGR268C
YGR269W_mRNA,YGR269W
YGR270W_mRNA,YGR270W
YGR270C-A_mRNA,YGR270C-A
YGR271W_mRNA,YGR271W
YGR271C-A_mRNA,YGR271C-A
YGR273C_mRNA,YGR273C
YGR274C_mRNA,YGR274C
YGR275W_mRNA,YGR275W
YGR276C_mRNA,YGR276C
YGR277C_mRNA,YGR277C
YGR278W_mRNA,YGR278W
YGR279C_mRNA,YGR279C
YGR280C_mRNA,YGR280C
YGR281W_mRNA,YGR281W
YGR282C_mRNA,YGR282C
YGR283C_mRNA,YGR283C
YGR284C_mRNA,YGR284C
YGR285C_mRNA,YGR285C
YGR286C_mRNA,YGR286C
YGR287C_mRNA,YGR287C
YGR288W_mRNA,YGR288W
YGR289C_mRNA,YGR289C
YGR290W_mRNA,YGR290W
YGR291C_mRNA,YGR291C
YGR292W_mRNA,YGR292W
YGR293C_mRNA,YGR293C
YGR294W_mRNA,YGR294W
YGR295C_mRNA,YGR295C
YGR296W_mRNA,YGR296W
YGR296C-A_mRNA,YGR296C-A
YGR296C-B_mRNA,YGR296C-B
YHL050C_mRNA,YHL050C
YHL050W-A_mRNA,YHL050W-A
YHL049C_mRNA,YHL049C
YHL048C-A_mRNA,YHL048C-A
YHL048W_mRNA,YHL048W
YHL047C_mRNA,YHL047C
YHL046W-A_mRNA,YHL046W-A
YHL046C_mRNA,YHL046C
YHL045W_mRNA,YHL045W
YHL044W_mRNA,YHL044W
YHL043W_mRNA,YHL043W
YHL042W_mRNA,YHL042W
YHL041W_mRNA,YHL041W
YHL040C_mRNA,YHL040C
YHL039W_mRNA,YHL039W
YHL038C_mRNA,YHL038C
YHL037C_mRNA,YHL037C
YHL036W_mRNA,YHL036W
YHL035C_mRNA,YHL035C
YHL034W-A_mRNA,YHL034W-A
YHL034C_mRNA,YHL034C
YHL033C_mRNA,YHL033C
YHL032C_mRNA,YHL032C
YHL031C_mRNA,YHL031C
YHL030W-A_mRNA,YHL030W-A
YHL030W_mRNA,YHL030W
YHL029C_mRNA,YHL029C
YHL028W_mRNA,YHL028W
YHL027W_mRNA,YHL027W
YHL026C_mRNA,YHL026C
YHL025W_mRNA,YHL025W
YHL024W_mRNA,YHL024W
YHL023C_mRNA,YHL023C
YHL022C_mRNA,YHL022C
YHL021C_mRNA,YHL021C
YHL020C_mRNA,YHL020C
YHL019W-A_mRNA,YHL019W-A
YHL019C_mRNA,YHL019C
YHL018W_mRNA,YHL018W
YHL017W_mRNA,YHL017W
YHL016C_mRNA,YHL016C
YHL015W-A_mRNA,YHL015W-A
YHL015W_mRNA,YHL015W
YHL014C_mRNA,YHL014C
YHL013C_mRNA,YHL013C
YHL012W_mRNA,YHL012W
YHL011C_mRNA,YHL011C
YHL010C_mRNA,YHL010C
YHL009C_mRNA,YHL009C
YHL008C_mRNA,YHL008C
YHL007C_mRNA,YHL007C
YHL006W-A_mRNA,YHL006W-A
YHL006C_mRNA,YHL006C
YHL005C_mRNA,YHL005C
YHL004W_mRNA,YHL004W
YHL003C_mRNA,YHL003C
YHL002C-A_mRNA,YHL002C-A
YHL002W_mRNA,YHL002W
YHL001W_mRNA,YHL001W
YHR001W_mRNA,YHR001W
YHR001W-A_mRNA,YHR001W-A
YHR002W_mRNA,YHR002W
YHR003C_mRNA,YHR003C
YHR004C_mRNA,YHR004C
YHR005C_mRNA,YHR005C
YHR005C-A_mRNA,YHR005C-A
YHR006W_mRNA,YHR006W
YHR007C_mRNA,YHR007C
YHR007C-A_mRNA,YHR007C-A
YHR008C_mRNA,YHR008C
YHR009C_mRNA,YHR009C
YHR010W_mRNA,YHR010W
YHR011W_mRNA,YHR011W
YHR012W_mRNA,YHR012W
YHR013C_mRNA,YHR013C
YHR014W_mRNA,YHR014W
YHR015W_mRNA,YHR015W
YHR016C_mRNA,YHR016C
YHR017W_mRNA,YHR017W
YHR018C_mRNA,YHR018C
YHR019C_mRNA,YHR019C
YHR020W_mRNA,YHR020W
YHR021C_mRNA,YHR021C
YHR021W-A_mRNA,YHR021W-A
YHR022C_mRNA,YHR022C
YHR022C-A_mRNA,YHR022C-A
YHR023W_mRNA,YHR023W
YHR024C_mRNA,YHR024C
YHR025W_mRNA,YHR025W
YHR026W_mRNA,YHR026W
YHR027C_mRNA,YHR027C
YHR028C_mRNA,YHR028C
YHR028W-A_mRNA,YHR028W-A
YHR029C_mRNA,YHR029C
YHR030C_mRNA,YHR030C
YHR031C_mRNA,YHR031C
YHR032W_mRNA,YHR032W
YHR032W-A_mRNA,YHR032W-A
YHR032C-A_mRNA,YHR032C-A
YHR033W_mRNA,YHR033W
YHR034C_mRNA,YHR034C
YHR035W_mRNA,YHR035W
YHR036W_mRNA,YHR036W
YHR037W_mRNA,YHR037W
YHR038W_mRNA,YHR038W
YHR039C_mRNA,YHR039C
YHR039C-A_mRNA,YHR039C-A
YHR040W_mRNA,YHR040W
YHR041C_mRNA,YHR041C
YHR042W_mRNA,YHR042W
YHR043C_mRNA,YHR043C
YHR044C_mRNA,YHR044C
YHR045W_mRNA,YHR045W
YHR046C_mRNA,YHR046C
YHR047C_mRNA,YHR047C
YHR048W_mRNA,YHR048W
YHR049W_mRNA,YHR049W
YHR049C-A_mRNA,YHR049C-A
YHR050W_mRNA,YHR050W
YHR050W-A_mRNA,YHR050W-A
YHR051W_mRNA,YHR051W
YHR052W_mRNA,YHR052W
YHR052W-A_mRNA,YHR052W-A
YHR053C_mRNA,YHR053C
YHR054C_mRNA,YHR054C
YHR054W-A_mRNA,YHR054W-A
YHR055C_mRNA,YHR055C
YHR056C_mRNA,YHR056C
YHR056W-A_mRNA,YHR056W-A
YHR057C_mRNA,YHR057C
YHR058C_mRNA,YHR058C
YHR059W_mRNA,YHR059W
YHR060W_mRNA,YHR060W
YHR061C_mRNA,YHR061C
YHR062C_mRNA,YHR062C
YHR063C_mRNA,YHR063C
YHR063W-A_mRNA,YHR063W-A
YHR064C_mRNA,YHR064C
YHR065C_mRNA,YHR065C
YHR066W_mRNA,YHR066W
YHR067W_mRNA,YHR067W
YHR068W_mRNA,YHR068W
YHR069C_mRNA,YHR069C
YHR069C-A_mRNA,YHR069C-A
YHR070W_mRNA,YHR070W
YHR070C-A_mRNA,YHR070C-A
YHR071W_mRNA,YHR071W
YHR071C-A_mRNA,YHR071C-A
YHR072W_mRNA,YHR072W
YHR072W-A_mRNA,YHR072W-A
YHR073W_mRNA,YHR073W
YHR073W-A_mRNA,YHR073W-A
YHR073C-B_mRNA,YHR073C-B
YHR074W_mRNA,YHR074W
YHR075C_mRNA,YHR075C
YHR076W_mRNA,YHR076W
YHR077C_mRNA,YHR077C
YHR078W_mRNA,YHR078W
YHR079C_mRNA,YHR079C
YHR079C-A_mRNA,YHR079C-A
YHR080C_mRNA,YHR080C
YHR081W_mRNA,YHR081W
YHR082C_mRNA,YHR082C
YHR083W_mRNA,YHR083W
YHR084W_mRNA,YHR084W
YHR085W_mRNA,YHR085W
YHR086W_mRNA,YHR086W
YHR086W-A_mRNA,YHR086W-A
YHR087W_mRNA,YHR087W
YHR088W_mRNA,YHR088W
YHR089C_mRNA,YHR089C
YHR090C_mRNA,YHR090C
YHR091C_mRNA,YHR091C
YHR092C_mRNA,YHR092C
YHR093W_mRNA,YHR093W
YHR094C_mRNA,YHR094C
YHR095W_mRNA,YHR095W
YHR096C_mRNA,YHR096C
YHR097C_mRNA,YHR097C
YHR098C_mRNA,YHR098C
YHR099W_mRNA,YHR099W
YHR100C_mRNA,YHR100C
YHR101C_mRNA,YHR101C
YHR102W_mRNA,YHR102W
YHR103W_mRNA,YHR103W
YHR104W_mRNA,YHR104W
YHR105W_mRNA,YHR105W
YHR106W_mRNA,YHR106W
YHR107C_mRNA,YHR107C
YHR108W_mRNA,YHR108W
YHR109W_mRNA,YHR109W
YHR110W_mRNA,YHR110W
YHR111W_mRNA,YHR111W
YHR112C_mRNA,YHR112C
YHR113W_mRNA,YHR113W
YHR114W_mRNA,YHR114W
YHR115C_mRNA,YHR115C
YHR116W_mRNA,YHR116W
YHR117W_mRNA,YHR117W
YHR118C_mRNA,YHR118C
YHR119W_mRNA,YHR119W
YHR120W_mRNA,YHR120W
YHR121W_mRNA,YHR121W
YHR122W_mRNA,YHR122W
YHR123W_mRNA,YHR123W
YHR124W_mRNA,YHR124W
YHR125W_mRNA,YHR125W
YHR126C_mRNA,YHR126C
YHR127W_mRNA,YHR127W
YHR128W_mRNA,YHR128W
YHR129C_mRNA,YHR129C
YHR130C_mRNA,YHR130C
YHR131C_mRNA,YHR131C
YHR131W-A_mRNA,YHR131W-A
YHR132C_mRNA,YHR132C
YHR132W-A_mRNA,YHR132W-A
YHR133C_mRNA,YHR133C
YHR134W_mRNA,YHR134W
YHR135C_mRNA,YHR135C
YHR136C_mRNA,YHR136C
YHR137W_mRNA,YHR137W
YHR137C-A_mRNA,YHR137C-A
YHR138C_mRNA,YHR138C
YHR139C_mRNA,YHR139C
YHR139C-A_mRNA,YHR139C-A
YHR140W_mRNA,YHR140W
YHR141C_mRNA,YHR141C
YHR142W_mRNA,YHR142W
YHR143W_mRNA,YHR143W
YHR143W-A_mRNA,YHR143W-A
YHR144C_mRNA,YHR144C
YHR145C_mRNA,YHR145C
YHR146W_mRNA,YHR146W
YHR147C_mRNA,YHR147C
YHR148W_mRNA,YHR148W
YHR149C_mRNA,YHR149C
YHR150W_mRNA,YHR150W
YHR151C_mRNA,YHR151C
YHR152W_mRNA,YHR152W
YHR153C_mRNA,YHR153C
YHR154W_mRNA,YHR154W
YHR155W_mRNA,YHR155W
YHR156C_mRNA,YHR156C
YHR157W_mRNA,YHR157W
YHR158C_mRNA,YHR158C
YHR159W_mRNA,YHR159W
YHR160C_mRNA,YHR160C
YHR161C_mRNA,YHR161C
YHR162W_mRNA,YHR162W
YHR163W_mRNA,YHR163W
YHR164C_mRNA,YHR164C
YHR165C_mRNA,YHR165C
YHR165W-A_mRNA,YHR165W-A
YHR166C_mRNA,YHR166C
YHR167W_mRNA,YHR167W
YHR168W_mRNA,YHR168W
YHR169W_mRNA,YHR169W
YHR170W_mRNA,YHR170W
YHR171W_mRNA,YHR171W
YHR172W_mRNA,YHR172W
YHR173C_mRNA,YHR173C
YHR174W_mRNA,YHR174W
YHR175W_mRNA,YHR175W
YHR175W-A_mRNA,YHR175W-A
YHR176W_mRNA,YHR176W
YHR177W_mRNA,YHR177W
YHR178W_mRNA,YHR178W
YHR179W_mRNA,YHR179W
YHR180W_mRNA,YHR180W
YHR180W-A_mRNA,YHR180W-A
YHR180C-B_mRNA,YHR180C-B
YHR181W_mRNA,YHR181W
YHR182W_mRNA,YHR182W
YHR182C-A_mRNA,YHR182C-A
YHR183W_mRNA,YHR183W
YHR184W_mRNA,YHR184W
YHR185C_mRNA,YHR185C
YHR186C_mRNA,YHR186C
YHR187W_mRNA,YHR187W
YHR188C_mRNA,YHR188C
YHR189W_mRNA,YHR189W
YHR190W_mRNA,YHR190W
YHR191C_mRNA,YHR191C
YHR192W_mRNA,YHR192W
YHR193C_mRNA,YHR193C
YHR193C-A_mRNA,YHR193C-A
YHR194W_mRNA,YHR194W
YHR195W_mRNA,YHR195W
YHR196W_mRNA,YHR196W
YHR197W_mRNA,YHR197W
YHR198C_mRNA,YHR198C
YHR199C_mRNA,YHR199C
YHR199C-A_mRNA,YHR199C-A
YHR200W_mRNA,YHR200W
YHR201C_mRNA,YHR201C
YHR202W_mRNA,YHR202W
YHR203C_mRNA,YHR203C
YHR204W_mRNA,YHR204W
YHR205W_mRNA,YHR205W
YHR206W_mRNA,YHR206W
YHR207C_mRNA,YHR207C
YHR208W_mRNA,YHR208W
YHR209W_mRNA,YHR209W
YHR210C_mRNA,YHR210C
YHR211W_mRNA,YHR211W
YHR212C_mRNA,YHR212C
YHR212W-A_mRNA,YHR212W-A
YHR213W_mRNA,YHR213W
YHR213W-A_mRNA,YHR213W-A
YHR213W-B_mRNA,YHR213W-B
YHR214W_mRNA,YHR214W
YHR214W-A_mRNA,YHR214W-A
YHR214C-D_mRNA,YHR214C-D
YHR214C-E_mRNA,YHR214C-E
YHR215W_mRNA,YHR215W
YHR216W_mRNA,YHR216W
YHR217C_mRNA,YHR217C
YHR218W_mRNA,YHR218W
YHR218W-A_mRNA,YHR218W-A
YHR219W_mRNA,YHR219W
YHR219C-A_mRNA,YHR219C-A
YJL225C_mRNA,YJL225C
YJL225W-A_mRNA,YJL225W-A
YJL223C_mRNA,YJL223C
YJL222W-B_mRNA,YJL222W-B
YJL222W-A_mRNA,YJL222W-A
YJL222W_mRNA,YJL222W
YJL221C_mRNA,YJL221C
YJL220W_mRNA,YJL220W
YJL219W_mRNA,YJL219W
YJL218W_mRNA,YJL218W
